Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 3/18/2026,,
Troy Ounce,,,,,,Activity Date: 3/17/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,22226973.992,0,0,0,0,22226973.992,
  Eligible,,1064402.578,0,0,0,0,1064402.578,
  Total,,23291376.57,0,0,0,0,23291376.57,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,11627379.071,0,0,0,0,11627379.071,
  Eligible,,38786843.791,0,0,0,0,38786843.791,
  Total,,50414222.862,0,0,0,0,50414222.862,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,11785958.483,0,0,0,0,11785958.483,
  Eligible,,9068712.385,0,0,0,0,9068712.385,
  Total,,20854670.868,0,0,0,0,20854670.868,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1637870.342,0,0,0,0,1637870.342,
  Eligible,,15518474.305,0,0,0,0,15518474.305,
  Total,,17156344.647,0,0,0,0,17156344.647,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3377178.65,0,0,0,0,3377178.65,
  Eligible,,17743430.223,0,19930.44,-19930.44,0,17723499.783,
  Total,,21120608.873,0,19930.44,-19930.44,0,21100678.433,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,178515.19,0,0,0,0,178515.19,
  Eligible,,2705126.654,0,0,0,0,2705126.654,
  Total,,2883641.844,0,0,0,0,2883641.844,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,11981013.97,0,0,0,0,11981013.97,
  Eligible,,138093153.683,0,1611910.2,-1611910.2,0,136481243.483,
  Total,,150074167.653,0,1611910.2,-1611910.2,0,148462257.453,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4374000.077,0,0,0,0,4374000.077,
  Eligible,,24508690.746,0,0,0,0,24508690.746,
  Total,,28882690.823,0,0,0,0,28882690.823,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,582110.337,0,0,0,0,582110.337,
  Eligible,,945167.377,0,0,0,0,945167.377,
  Total,,1527277.7140000002,0,0,0,0,1527277.7140000002,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,5417618.057,0,0,0,0,5417618.057,
  Eligible,,7740765.443,0,0,0,0,7740765.443,
  Total,,13158383.5,0,0,0,0,13158383.5,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,5714749.7,0,0,0,0,5714749.7,
  Eligible,,2814557.93,0,1185217.24,-1185217.24,0,1629340.69,
  Total,,8529307.63,0,1185217.24,-1185217.24,0,7344090.390000001,
,,,,,,,,
TOTAL REGISTERED,,78903367.869,0,0,0,0,78903367.869,
TOTAL ELIGIBLE,,258989325.115,0,2817057.88,-2817057.88,0,256172267.235,
COMBINED TOTAL,,337892692.984,0,2817057.88,-2817057.88,0,335075635.10400003,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
