Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 3/10/2026,,
Troy Ounce,,,,,,Activity Date: 3/9/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,22231922.592,0,0,0,0,22231922.592,
  Eligible,,2519599.518,0,0,0,0,2519599.518,
  Total,,24751522.11,0,0,0,0,24751522.11,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,12528780.783,0,0,0,-740429.08,11788351.703,
  Eligible,,40060461.117,0,0,0,740429.08,40800890.197,
  Total,,52589241.9,0,0,0,0,52589241.9,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,12001986.855,0,0,0,-216028.372,11785958.484,
  Eligible,,9083082.285,0,0,0,216028.372,9299110.657,
  Total,,21085069.14,0,0,0,0,21085069.141,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1637870.342,0,0,0,0,1637870.342,
  Eligible,,15564926.584,0,35481.714,-35481.714,0,15529444.87,
  Total,,17202796.926,0,35481.714,-35481.714,0,17167315.211999997,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3387219.03,0,0,0,-10040.38,3377178.65,
  Eligible,,17749396.213,0,0,0,10040.38,17759436.593,
  Total,,21136615.243,0,0,0,0,21136615.242999997,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,178515.19,0,0,0,0,178515.19,
  Eligible,,2800401.334,0,0,0,0,2800401.334,
  Total,,2978916.5239999997,0,0,0,0,2978916.5239999997,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,11981013.97,0,0,0,0,11981013.97,
  Eligible,,140794395.883,0,594709.9,-594709.9,0,140199685.983,
  Total,,152775409.853,0,594709.9,-594709.9,0,152180699.953,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4946686.497,0,0,0,-553120.1,4393566.397,
  Eligible,,24800947.646,0,0,0,553120.1,25354067.746,
  Total,,29747634.143000003,0,0,0,0,29747634.143,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,582110.337,0,0,0,0,582110.337,
  Eligible,,1312691.104,0,367523.727,-367523.727,0,945167.377,
  Total,,1894801.441,0,367523.727,-367523.727,0,1527277.7140000002,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,5412950.551,0,0,0,0,5412950.551,
  Eligible,,8804112.631,0,0,0,0,8804112.631,
  Total,,14217063.182,0,0,0,0,14217063.182,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,5099538,20186.22,0,20186.22,-5194.73,5114529.49,
  Eligible,,2809363.2,0,0,0,5194.73,2814557.93,
  Total,,7908901.2,20186.22,0,20186.22,0,7929087.42,
,,,,,,,,
TOTAL REGISTERED,,79988594.147,20186.22,0,20186.22,-1524812.662,78483967.70599999,
TOTAL ELIGIBLE,,266299377.51500002,0,997715.341,-997715.341,1524812.662,266826474.83600003,
COMBINED TOTAL,,346287971.662,20186.22,997715.341,-977529.121,0,345310442.542,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
