Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 2/9/2026,,
Troy Ounce,,,,,,Activity Date: 2/6/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,24895753.652,0,0,0,0,24895753.652,
  Eligible,,3285306.678,0,0,0,0,3285306.678,
  Total,,28181060.33,0,0,0,0,28181060.33,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,18590061.589,0,0,0,-613321.01,17976740.579,
  Eligible,,38986824.276,0,814465.745,-814465.745,613321.01,38785679.541,
  Total,,57576885.865,0,814465.745,-814465.745,0,56762420.120000005,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,15526037.809,291987.7,0,291987.7,10650.32,15828675.829,
  Eligible,,15351531.766,0,1841567.808,-1841567.808,-10650.32,13499313.638,
  Total,,30877569.575000003,291987.7,1841567.808,-1549580.108,0,29327989.467,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1966294.501,0,0,0,0,1966294.501,
  Eligible,,15780863.302,0,24096.717,-24096.717,0,15756766.585,
  Total,,17747157.803,0,24096.717,-24096.717,0,17723061.086,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3492831.93,0,0,0,0,3492831.93,
  Eligible,,21240381.803,0,0,0,0,21240381.803,
  Total,,24733213.733,0,0,0,0,24733213.733,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,620749.47,0,0,0,0,620749.47,
  Eligible,,3295246.644,0,0,0,0,3295246.644,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,12489589.32,0,0,0,0,12489589.32,
  Eligible,,156374555.883,0,848985.9,-848985.9,0,155525569.983,
  Total,,168864145.20299998,0,848985.9,-848985.9,0,168015159.303,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,7647169.869,0,0,0,0.16,7647170.029,
  Eligible,,25662762.834,0,600680.3,-600680.3,-0.16,25062082.374,
  Total,,33309932.702999998,0,600680.3,-600680.3,0,32709252.403,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,8330589.44,0,0,0,0,8330589.44,
  Eligible,,11187617.723,0,222374.197,-222374.197,0,10965243.526,
  Total,,19518207.163,0,222374.197,-222374.197,0,19295832.966000002,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7571835.06,19763.18,0,19763.18,0,7591598.24,
  Eligible,,191872.3,0,4982.02,-4982.02,0,186890.28,
  Total,,7763707.359999999,19763.18,4982.02,14781.16,0,7778488.5200000005,
,,,,,,,,
TOTAL REGISTERED,,102547548.50400001,311750.88,0,311750.88,-602670.53,102256628.85399999,
TOTAL ELIGIBLE,,291963859.786,0,4357152.686999999,-4357152.686999999,602670.53,288209377.629,
COMBINED TOTAL,,394511408.29,311750.88,4357152.686999999,-4045401.806999999,0,390466006.483,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
