Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 12/29/2025,,
Troy Ounce,,,,,,Activity Date: 12/26/2025,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,31871496.152,0,0,0,0,31871496.152,
  Eligible,,6232720.858,0,0,0,0,6232720.858,
  Total,,38104217.01,0,0,0,0,38104217.01,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,25060318.405,0,0,0,0,25060318.405,
  Eligible,,35553236.525,0,0,0,0,35553236.525,
  Total,,60613554.93,0,0,0,0,60613554.93,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,22055638.212,0,0,0,0,22055638.212,
  Eligible,,15894816.063,0,0,0,0,15894816.063,
  Total,,37950454.275,0,0,0,0,37950454.275,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2364305.928,0,0,0,0,2364305.928,
  Eligible,,15672447.848,0,0,0,0,15672447.848,
  Total,,18036753.776,0,0,0,0,18036753.776,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3783598.72,0,0,0,0,3783598.72,
  Eligible,,23283548.584,0,0,0,0,23283548.584,
  Total,,27067147.303999998,0,0,0,0,27067147.303999998,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,635240.035,0,0,0,0,635240.035,
  Eligible,,3280756.079,0,0,0,0,3280756.079,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,16298153.99,0,0,0,0,16298153.99,
  Eligible,,171955843.583,0,0,0,0,171955843.583,
  Total,,188253997.573,0,0,0,0,188253997.573,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4309696.945,0,0,0,0,4309696.945,
  Eligible,,34864329.094,0,600133.73,-600133.73,0,34264195.364,
  Total,,39174026.039,0,600133.73,-600133.73,0,38573892.309,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,11364858.393,0,0,0,0,11364858.393,
  Eligible,,14336747.19,0,0,0,0,14336747.19,
  Total,,25701605.582999997,0,0,0,0,25701605.582999997,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,8464364.63,0,0,0,0,8464364.63,
  Eligible,,422079.84,0,0,0,0,422079.84,
  Total,,8886444.47,0,0,0,0,8886444.47,
,,,,,,,,
TOTAL REGISTERED,,127624307.27399999,0,0,0,0,127624307.27399999,
TOTAL ELIGIBLE,,322103422.24099994,0,600133.73,-600133.73,0,321503288.511,
COMBINED TOTAL,,449727729.5149999,0,600133.73,-600133.73,0,449127595.78499997,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
