Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 1/26/2026,,
Troy Ounce,,,,,,Activity Date: 1/23/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,26434882.732,0,0,0,-207691.6,26227191.132,
  Eligible,,7745133.788,0,0,0,207691.6,7952825.388,
  Total,,34180016.52,0,0,0,0,34180016.519999996,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,22834534.287,0,0,0,0,22834534.287,
  Eligible,,33392677.756,0,55756.55,-55756.55,0,33336921.206,
  Total,,56227212.043,0,55756.55,-55756.55,0,56171455.493,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,19183755.971,0,0,0,4985.644,19188741.615,
  Eligible,,16242754.186,598412.69,731415.465,-133002.775,-4985.644,16104765.767,
  Total,,35426510.157000005,598412.69,731415.465,-133002.775,0,35293507.382,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2173977.259,0,0,0,0,2173977.259,
  Eligible,,15621059.819,0,998.409,-998.409,0,15620061.41,
  Total,,17795037.078,0,998.409,-998.409,0,17794038.669,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3759706.77,0,0,0,-103854.54,3655852.23,
  Eligible,,23643901.584,0,615606.189,-615606.189,103854.54,23132149.935,
  Total,,27403608.354,0,615606.189,-615606.189,0,26788002.165,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,635240.035,0,0,0,-14490.565,620749.47,
  Eligible,,3280756.079,0,0,0,14490.565,3295246.644,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,15285160.18,0,0,0,0,15285160.18,
  Eligible,,159083641.553,0,209815.07,-209815.07,0,158873826.483,
  Total,,174368801.733,0,209815.07,-209815.07,0,174158986.66300002,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4081340.189,0,0,0,35584.92,4116925.109,
  Eligible,,29821920.05,0,0,0,-35584.92,29786335.13,
  Total,,33903260.239,0,0,0,0,33903260.239,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,10560858.403,0,0,0,-702462.931,9858395.472,
  Eligible,,12465258.35,0,0,0,702462.931,13167721.281,
  Total,,23026116.753,0,0,0,0,23026116.753,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7896683.37,0,0,0,-5078.73,7891604.64,
  Eligible,,258088.44,0,167847.23,-167847.23,5078.73,95319.94,
  Total,,8154771.8100000005,0,167847.23,-167847.23,0,7986924.58,
,,,,,,,,
TOTAL REGISTERED,,114262775.06,0,0,0,-993007.8019999999,113269767.258,
TOTAL ELIGIBLE,,302162088.18200004,598412.69,1781438.913,-1183026.223,993007.8019999999,301972069.76100004,
COMBINED TOTAL,,416424863.24200004,598412.69,1781438.913,-1183026.223,0,415241837.01900005,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
