Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 1/8/2026,,
Troy Ounce,,,,,,Activity Date: 1/7/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,31553481.552,0,0,0,-389281.2,31164200.352,
  Eligible,,6147933.288,0,595000.2,-595000.2,389281.2,5942214.288,
  Total,,37701414.84,0,595000.2,-595000.2,0,37106414.64,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,24888181.795,0,0,0,-349302.84,24538878.955,
  Eligible,,34913568.302,0,0,0,349302.84,35262871.142,
  Total,,59801750.097,0,0,0,0,59801750.096999995,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,22877200.093,0,0,0,-958472.33,21918727.763,
  Eligible,,16638271.662,0,622552.548,-622552.548,958472.33,16974191.444,
  Total,,39515471.754999995,0,622552.548,-622552.548,0,38892919.207,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2272802.835,0,0,0,0,2272802.835,
  Eligible,,15757802.956,0,111499.493,-111499.493,0,15646303.463,
  Total,,18030605.791,0,111499.493,-111499.493,0,17919106.298,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3759054.22,0,0,0,-4646.9,3754407.32,
  Eligible,,23007988.284,0,635443.7,-635443.7,4646.9,22377191.484,
  Total,,26767042.504,0,635443.7,-635443.7,0,26131598.804,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,635240.035,0,0,0,0,635240.035,
  Eligible,,3280756.079,0,0,0,0,3280756.079,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,16113571.33,0,0,0,0,16113571.33,
  Eligible,,168917778.143,0,1293485.6,-1293485.6,0,167624292.543,
  Total,,185031349.47300002,0,1293485.6,-1293485.6,0,183737863.87300003,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4285158.725,0,0,0,-4807.6,4280351.125,
  Eligible,,34280970.164,0,0,0,4807.6,34285777.764,
  Total,,38566128.889,0,0,0,0,38566128.889,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,11364858.393,0,0,0,0,11364858.393,
  Eligible,,14136703.65,0,0,0,0,14136703.65,
  Total,,25501562.042999998,0,0,0,0,25501562.042999998,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,8014685.94,0,0,0,-30361.25,7984324.69,
  Eligible,,867855.53,0,0,0,30361.25,898216.78,
  Total,,8882541.47,0,0,0,0,8882541.47,
,,,,,,,,
TOTAL REGISTERED,,127180870.78199998,0,0,0,-1736872.12,125443998.66199997,
TOTAL ELIGIBLE,,318556524.63499993,0,3257981.541,-3257981.541,1736872.12,317035415.214,
COMBINED TOTAL,,445737395.41699994,0,3257981.541,-3257981.541,0,442479413.8759999,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
