Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 3/6/2026,,
Troy Ounce,,,,,,Activity Date: 3/5/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,22231922.592,0,0,0,0,22231922.592,
  Eligible,,3522292.288,0,0,0,0,3522292.288,
  Total,,25754214.88,0,0,0,0,25754214.88,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,13283931.103,0,0,0,0,13283931.103,
  Eligible,,39610438.567,0,305127.77,-305127.77,0,39305310.797,
  Total,,52894369.67,0,305127.77,-305127.77,0,52589241.9,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,12001986.855,0,0,0,0,12001986.855,
  Eligible,,10227036.275,0,611508.09,-611508.09,0,9615528.185,
  Total,,22229023.130000003,0,611508.09,-611508.09,0,21617515.04,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1637870.342,0,0,0,0,1637870.342,
  Eligible,,15565008.384,0,1000,-1000,0,15564008.384,
  Total,,17202878.726,0,1000,-1000,0,17201878.726,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3387219.03,0,0,0,0,3387219.03,
  Eligible,,17749396.213,0,0,0,0,17749396.213,
  Total,,21136615.243,0,0,0,0,21136615.243,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,178515.19,0,0,0,0,178515.19,
  Eligible,,2800401.334,0,0,0,0,2800401.334,
  Total,,2978916.5239999997,0,0,0,0,2978916.5239999997,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,11981013.97,0,0,0,0,11981013.97,
  Eligible,,140813725.683,0,0,0,0,140813725.683,
  Total,,152794739.653,0,0,0,0,152794739.653,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4448259.187,0,0,0,498427.31,4946686.497,
  Eligible,,25299374.956,0,0,0,-498427.31,24800947.646,
  Total,,29747634.143,0,0,0,0,29747634.143000003,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,582110.337,0,0,0,0,582110.337,
  Eligible,,1312691.104,0,0,0,0,1312691.104,
  Total,,1894801.441,0,0,0,0,1894801.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,5871594.333,0,0,0,0,5871594.333,
  Eligible,,10908505.012,0,1278394.461,-1278394.461,0,9630110.551,
  Total,,16780099.345,0,1278394.461,-1278394.461,0,15501704.884,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,5630883.07,0,0,0,0,5630883.07,
  Eligible,,2297749.25,0,0,0,0,2297749.25,
  Total,,7928632.32,0,0,0,0,7928632.32,
,,,,,,,,
TOTAL REGISTERED,,81235306.009,0,0,0,498427.31,81733733.319,
TOTAL ELIGIBLE,,270106619.066,0,2196030.321,-2196030.321,-498427.31,267412161.435,
COMBINED TOTAL,,351341925.075,0,2196030.321,-2196030.321,0,349145894.754,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
