Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 2/5/2026,,
Troy Ounce,,,,,,Activity Date: 2/4/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,25473704.852,0,0,0,-119091.8,25354613.052,
  Eligible,,5243372.958,0,1291422.2,-1291422.2,119091.8,4071042.558,
  Total,,30717077.810000002,0,1291422.2,-1291422.2,0,29425655.61,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,18687875.569,0,0,0,-97813.98,18590061.589,
  Eligible,,38287388.324,0,0,0,97813.98,38385202.304,
  Total,,56975263.893,0,0,0,0,56975263.893,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,15965256.113,0,0,0,-55353.28,15909902.833,
  Eligible,,16285899.99,0,601621.972,-601621.972,55353.28,15739631.298,
  Total,,32251156.103,0,601621.972,-601621.972,0,31649534.131,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2094987.437,0,0,0,-128692.936,1966294.501,
  Eligible,,15653197.389,0,1027.023,-1027.023,128692.936,15780863.302,
  Total,,17748184.826,0,1027.023,-1027.023,0,17747157.803,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3603461.5,0,0,0,-110629.57,3492831.93,
  Eligible,,21582433.71,0,0,0,110629.57,21693063.28,
  Total,,25185895.21,0,0,0,0,25185895.21,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,620749.47,0,0,0,0,620749.47,
  Eligible,,3295246.644,0,0,0,0,3295246.644,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,12489589.32,0,0,0,0,12489589.32,
  Eligible,,156374555.883,0,0,0,0,156374555.883,
  Total,,168864145.20299998,0,0,0,0,168864145.20299998,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,7647169.869,0,0,0,0,7647169.869,
  Eligible,,25662762.834,0,0,0,0,25662762.834,
  Total,,33309932.702999998,0,0,0,0,33309932.702999998,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,8330589.44,0,0,0,0,8330589.44,
  Eligible,,13602938.853,0,907455.41,-907455.41,0,12695483.443,
  Total,,21933528.293,0,907455.41,-907455.41,0,21026072.883,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7728679.08,20099.15,0,20099.15,-35473.61,7713304.62,
  Eligible,,137518.86,0,0,0,35473.61,172992.47,
  Total,,7866197.94,20099.15,0,20099.15,0,7886297.09,
,,,,,,,,
TOTAL REGISTERED,,104058698.51400001,20099.15,0,20099.15,-547055.176,103531742.488,
TOTAL ELIGIBLE,,296732212.022,0,2801526.605,-2801526.605,547055.176,294477740.59300005,
COMBINED TOTAL,,400790910.536,20099.15,2801526.605,-2781427.455,0,398009483.0810001,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
