Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 3/5/2026,,
Troy Ounce,,,,,,Activity Date: 3/4/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,24115784.832,0,0,0,-1883862.24,22231922.592,
  Eligible,,1638430.048,0,0,0,1883862.24,3522292.288,
  Total,,25754214.88,0,0,0,0,25754214.88,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,13586868.987,0,0,0,-302937.884,13283931.103,
  Eligible,,39640103.813,0,332603.13,-332603.13,302937.884,39610438.567,
  Total,,53226972.8,0,332603.13,-332603.13,0,52894369.67,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,12001986.855,0,0,0,0,12001986.855,
  Eligible,,10610387.084,3994.72,387345.529,-383350.809,0,10227036.275,
  Total,,22612373.939000003,3994.72,387345.529,-383350.809,0,22229023.130000003,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1637870.342,0,0,0,0,1637870.342,
  Eligible,,15579927.194,0,14918.81,-14918.81,0,15565008.384,
  Total,,17217797.536,0,14918.81,-14918.81,0,17202878.726,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3387219.03,0,0,0,0,3387219.03,
  Eligible,,17764657.013,0,15260.8,-15260.8,0,17749396.213,
  Total,,21151876.043,0,15260.8,-15260.8,0,21136615.243,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,178515.19,0,0,0,0,178515.19,
  Eligible,,2800401.334,0,0,0,0,2800401.334,
  Total,,2978916.5239999997,0,0,0,0,2978916.5239999997,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,11981013.97,0,0,0,0,11981013.97,
  Eligible,,140813725.683,0,0,0,0,140813725.683,
  Total,,152794739.653,0,0,0,0,152794739.653,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,8179304.857,0,0,0,-3731045.67,4448259.187,
  Eligible,,21568329.286,0,0,0,3731045.67,25299374.956,
  Total,,29747634.143,0,0,0,0,29747634.143,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,582110.337,0,0,0,0,582110.337,
  Eligible,,1312691.104,0,0,0,0,1312691.104,
  Total,,1894801.441,0,0,0,0,1894801.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,5871594.333,0,0,0,0,5871594.333,
  Eligible,,10908505.012,0,0,0,0,10908505.012,
  Total,,16780099.345,0,0,0,0,16780099.345,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,5621226.44,9656.63,0,9656.63,0,5630883.07,
  Eligible,,2439218.81,0,141469.56,-141469.56,0,2297749.25,
  Total,,8060445.25,9656.63,141469.56,-131812.93,0,7928632.32,
,,,,,,,,
TOTAL REGISTERED,,87143495.173,9656.63,0,9656.63,-5917845.794,81235306.009,
TOTAL ELIGIBLE,,265076376.38099998,3994.72,891597.8290000001,-887603.1090000002,5917845.794,270106619.066,
COMBINED TOTAL,,352219871.55399996,13651.349999999999,891597.8290000001,-877946.4790000002,0,351341925.075,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
