Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 2/3/2026,,
Troy Ounce,,,,,,Activity Date: 2/2/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,26084611.152,0,0,0,0,26084611.152,
  Eligible,,6549660.718,0,35256.2,-35256.2,0,6514404.518,
  Total,,32634271.869999997,0,35256.2,-35256.2,0,32599015.669999998,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,20426973.409,0,0,0,-1106923.34,19320050.069,
  Eligible,,36548290.484,0,0,0,1106923.34,37655213.824,
  Total,,56975263.893,0,0,0,0,56975263.893,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,16076246.271,0,0,0,-110990.158,15965256.113,
  Eligible,,16161020.562,13889.27,0,13889.27,110990.158,16285899.99,
  Total,,32237266.833,13889.27,0,13889.27,0,32251156.103,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2094987.437,0,0,0,0,2094987.437,
  Eligible,,15653197.389,0,0,0,0,15653197.389,
  Total,,17748184.826,0,0,0,0,17748184.826,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3603461.5,0,0,0,0,3603461.5,
  Eligible,,22883994.506,0,399457.82,-399457.82,0,22484536.686,
  Total,,26487456.006,0,399457.82,-399457.82,0,26087998.186,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,620749.47,0,0,0,0,620749.47,
  Eligible,,3295246.644,0,0,0,0,3295246.644,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,12807664.02,0,0,0,0,12807664.02,
  Eligible,,157574253.843,0,1235196.2,-1235196.2,0,156339057.643,
  Total,,170381917.863,0,1235196.2,-1235196.2,0,169146721.66300002,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,5098248.789,0,0,0,0,5098248.789,
  Eligible,,28275002.884,0,63318.97,-63318.97,0,28211683.914,
  Total,,33373251.673,0,63318.97,-63318.97,0,33309932.703,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,8059280.452,0,0,0,271308.988,8330589.44,
  Eligible,,13874247.841,0,0,0,-271308.988,13602938.853,
  Total,,21933528.292999998,0,0,0,0,21933528.293,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7728679.08,0,0,0,0,7728679.08,
  Eligible,,258245.5,0,120726.64,-120726.64,0,137518.86,
  Total,,7986924.58,0,120726.64,-120726.64,0,7866197.94,
,,,,,,,,
TOTAL REGISTERED,,104017537.44399999,0,0,0,-946604.5100000001,103070932.934,
TOTAL ELIGIBLE,,301680056.948,13889.27,1853955.8299999998,-1840066.5599999998,946604.5100000001,300786594.898,
COMBINED TOTAL,,405697594.392,13889.27,1853955.8299999998,-1840066.5599999998,0,403857527.832,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
