Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 1/20/2026,,
Troy Ounce,,,,,,Activity Date: 1/16/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,30571455.982,0,0,0,0,30571455.982,
  Eligible,,4396245.658,0,301563.82,-301563.82,0,4094681.838,
  Total,,34967701.64,0,301563.82,-301563.82,0,34666137.82,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,23178185.037,0,0,0,-5064.51,23173120.527,
  Eligible,,34013760.89,0,645714.91,-645714.91,5064.51,33373110.49,
  Total,,57191945.927,0,645714.91,-645714.91,0,56546231.017,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,20554613.387,0,0,0,-1084955.187,19469658.2,
  Eligible,,16620225.203,0,543306.9,-543306.9,1084955.187,17161873.49,
  Total,,37174838.589999996,0,543306.9,-543306.9,0,36631531.69,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2208789.888,0,0,0,0,2208789.888,
  Eligible,,15671306.184,1008.7,2965.005,-1956.305,0,15669349.879,
  Total,,17880096.072,1008.7,2965.005,-1956.305,0,17878139.767,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3754407.32,0,0,0,0,3754407.32,
  Eligible,,22532846.584,742682.48,0,742682.48,0,23275529.064,
  Total,,26287253.904,742682.48,0,742682.48,0,27029936.384,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,635240.035,0,0,0,0,635240.035,
  Eligible,,3280756.079,0,0,0,0,3280756.079,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,15819637.68,0,0,0,0,15819637.68,
  Eligible,,163107282.333,0,1284174.7,-1284174.7,0,161823107.633,
  Total,,178926920.013,0,1284174.7,-1284174.7,0,177642745.313,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4135745.995,0,0,0,0,4135745.995,
  Eligible,,33161544.394,0,611659.58,-611659.58,0,32549884.814,
  Total,,37297290.389,0,611659.58,-611659.58,0,36685630.809,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,10575617.403,0,0,0,0,10575617.403,
  Eligible,,14925944.64,0,0,0,0,14925944.64,
  Total,,25501562.043,0,0,0,0,25501562.043,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7782228.66,0,0,0,0,7782228.66,
  Eligible,,207075.34,0,34248.8,-34248.8,0,172826.54,
  Total,,7989304,0,34248.8,-34248.8,0,7955055.2,
,,,,,,,,
TOTAL REGISTERED,,120632557.25099999,0,0,0,-1090019.697,119542537.55399999,
TOTAL ELIGIBLE,,308523883.88199997,743691.1799999999,3423633.715,-2679942.5349999997,1090019.697,306933961.044,
COMBINED TOTAL,,429156441.13299996,743691.1799999999,3423633.715,-2679942.5349999997,0,426476498.59800005,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
