Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 3/9/2026,,
Troy Ounce,,,,,,Activity Date: 3/6/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,22231922.592,0,0,0,0,22231922.592,
  Eligible,,3522292.288,0,1002692.77,-1002692.77,0,2519599.518,
  Total,,25754214.88,0,1002692.77,-1002692.77,0,24751522.11,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,13283931.103,0,0,0,-755150.32,12528780.783,
  Eligible,,39305310.797,0,0,0,755150.32,40060461.117,
  Total,,52589241.9,0,0,0,0,52589241.9,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,12001986.855,0,0,0,0,12001986.855,
  Eligible,,9615528.185,0,532445.9,-532445.9,0,9083082.285,
  Total,,21617515.04,0,532445.9,-532445.9,0,21085069.14,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1637870.342,0,0,0,0,1637870.342,
  Eligible,,15564008.384,918.2,0,918.2,0,15564926.584,
  Total,,17201878.726,918.2,0,918.2,0,17202796.926,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3387219.03,0,0,0,0,3387219.03,
  Eligible,,17749396.213,0,0,0,0,17749396.213,
  Total,,21136615.243,0,0,0,0,21136615.243,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,178515.19,0,0,0,0,178515.19,
  Eligible,,2800401.334,0,0,0,0,2800401.334,
  Total,,2978916.5239999997,0,0,0,0,2978916.5239999997,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,11981013.97,0,0,0,0,11981013.97,
  Eligible,,140813725.683,0,19329.8,-19329.8,0,140794395.883,
  Total,,152794739.653,0,19329.8,-19329.8,0,152775409.853,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4946686.497,0,0,0,0,4946686.497,
  Eligible,,24800947.646,0,0,0,0,24800947.646,
  Total,,29747634.143000003,0,0,0,0,29747634.143000003,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,582110.337,0,0,0,0,582110.337,
  Eligible,,1312691.104,0,0,0,0,1312691.104,
  Total,,1894801.441,0,0,0,0,1894801.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,5871594.333,0,0,0,-458643.782,5412950.551,
  Eligible,,9630110.551,0,1284641.702,-1284641.702,458643.782,8804112.631,
  Total,,15501704.884,0,1284641.702,-1284641.702,0,14217063.182,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,5630883.07,0,0,0,-531345.07,5099538,
  Eligible,,2297749.25,0,19731.12,-19731.12,531345.07,2809363.2,
  Total,,7928632.32,0,19731.12,-19731.12,0,7908901.2,
,,,,,,,,
TOTAL REGISTERED,,81733733.319,0,0,0,-1745139.1719999998,79988594.147,
TOTAL ELIGIBLE,,267412161.435,918.2,2858841.2920000004,-2857923.092,1745139.1719999998,266299377.51500002,
COMBINED TOTAL,,349145894.754,918.2,2858841.2920000004,-2857923.092,0,346287971.662,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
