Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 2/19/2026,,
Troy Ounce,,,,,,Activity Date: 2/18/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,23366775.192,0,0,0,-64999.2,23301775.992,
  Eligible,,2683894.608,0,0,0,64999.2,2748893.808,
  Total,,26050669.8,0,0,0,0,26050669.799999997,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,15777641.986,0,0,0,5070.65,15782712.636,
  Eligible,,39932490.454,0,590477.287,-590477.287,-5070.65,39336942.517,
  Total,,55710132.440000005,0,590477.287,-590477.287,0,55119655.153,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,12174851.569,0,0,0,0,12174851.569,
  Eligible,,14175141.936,0,156242.508,-156242.508,0,14018899.428,
  Total,,26349993.505000003,0,156242.508,-156242.508,0,26193750.997,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1532776.423,0,0,0,0,1532776.423,
  Eligible,,16269485.872,7183.278,0,7183.278,0,16276669.15,
  Total,,17802262.294999998,7183.278,0,7183.278,0,17809445.573,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3412157.57,0,0,0,0,3412157.57,
  Eligible,,20904938.913,0,640576.06,-640576.06,0,20264362.853,
  Total,,24317096.483,0,640576.06,-640576.06,0,23676520.423,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,273789.87,0,0,0,0,273789.87,
  Eligible,,3642206.244,0,0,0,0,3642206.244,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,12000343.77,0,0,0,0,12000343.77,
  Eligible,,143854408.433,0,0,0,0,143854408.433,
  Total,,155854752.203,0,0,0,0,155854752.203,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,6852620.177,0,0,0,-540734.24,6311885.937,
  Eligible,,23492850.946,0,0,0,540734.24,24033585.186,
  Total,,30345471.123,0,0,0,0,30345471.123,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,949634.064,0,0,0,0,949634.064,
  Eligible,,1073898.377,0,0,0,0,1073898.377,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,6219630.033,0,0,0,0,6219630.033,
  Eligible,,12448651.307,0,0,0,0,12448651.307,
  Total,,18668281.34,0,0,0,0,18668281.34,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,6231501.4,0,0,0,0,6231501.4,
  Eligible,,1542019.32,0,4967.6,-4967.6,0,1537051.72,
  Total,,7773520.720000001,0,4967.6,-4967.6,0,7768553.12,
,,,,,,,,
TOTAL REGISTERED,,88791722.05399999,0,0,0,-600662.79,88191059.264,
TOTAL ELIGIBLE,,280019986.41,7183.278,1392263.455,-1385080.1770000001,600662.79,279235569.023,
COMBINED TOTAL,,368811708.464,7183.278,1392263.455,-1385080.1770000001,0,367426628.287,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
