Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 2/17/2026,,
Troy Ounce,,,,,,Activity Date: 2/13/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,23953631.592,0,0,0,0,23953631.592,
  Eligible,,2555897.608,0,458859.4,-458859.4,0,2097038.208,
  Total,,26509529.2,0,458859.4,-458859.4,0,26050669.8,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,16122359.646,0,0,0,0,16122359.646,
  Eligible,,40640060.474,0,1052287.68,-1052287.68,0,39587772.794,
  Total,,56762420.12,0,1052287.68,-1052287.68,0,55710132.44,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,12974598.079,0,0,0,-739341.701,12235256.378,
  Eligible,,14961602.228,0,673725.54,-673725.54,739341.701,15027218.389,
  Total,,27936200.307,0,673725.54,-673725.54,0,27262474.767,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1552701.933,0,0,0,-5006.7,1547695.233,
  Eligible,,16249560.362,0,0,0,5006.7,16254567.062,
  Total,,17802262.294999998,0,0,0,0,17802262.295,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3472271.68,0,0,0,0,3472271.68,
  Eligible,,21150312.483,0,0,0,0,21150312.483,
  Total,,24622584.163,0,0,0,0,24622584.163,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,273789.87,0,0,0,0,273789.87,
  Eligible,,3642206.244,0,0,0,0,3642206.244,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,12035257.32,0,0,0,-10008.78,12025248.54,
  Eligible,,147710753.583,0,1947445.7,-1947445.7,10008.78,145773316.663,
  Total,,159746010.903,0,1947445.7,-1947445.7,0,157798565.20299998,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,7374299.767,0,0,0,19054.65,7393354.417,
  Eligible,,23295383.436,0,324212.08,-324212.08,-19054.65,22952116.706,
  Total,,30669683.203,0,324212.08,-324212.08,0,30345471.123,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1225506.264,0,0,0,0,1225506.264,
  Eligible,,798026.177,0,0,0,0,798026.177,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,6370259.821,0,0,0,-4827.529,6365432.292,
  Eligible,,12298021.519,0,0,0,4827.529,12302849.048,
  Total,,18668281.34,0,0,0,0,18668281.34,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7545291.14,0,0,0,-4967.6,7540323.54,
  Eligible,,233197.38,0,4967.8,-4967.8,4967.6,233197.18,
  Total,,7778488.52,0,4967.8,-4967.8,0,7773520.72,
,,,,,,,,
TOTAL REGISTERED,,92899967.112,0,0,0,-745097.6599999999,92154869.45199999,
TOTAL ELIGIBLE,,283535021.49399996,0,4461498.2,-4461498.2,745097.6599999999,279818620.954,
COMBINED TOTAL,,376434988.60599995,0,4461498.2,-4461498.2,0,371973490.406,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
