Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 3/16/2026,,
Troy Ounce,,,,,,Activity Date: 3/13/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,22231922.592,0,0,0,-4948.6,22226973.992,
  Eligible,,1915100.608,0,855646.63,-855646.63,4948.6,1064402.578,
  Total,,24147023.2,0,855646.63,-855646.63,0,23291376.57,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,11651846.571,0,0,0,0,11651846.571,
  Eligible,,39171936.161,0,30360.24,-30360.24,0,39141575.921,
  Total,,50823782.732,0,30360.24,-30360.24,0,50793422.492,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,11785958.483,0,0,0,0,11785958.483,
  Eligible,,9294932.366,0,216028.372,-216028.372,0,9078903.995,
  Total,,21080890.849,0,216028.372,-216028.372,0,20864862.478,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1637870.342,0,0,0,0,1637870.342,
  Eligible,,15512444.005,6030.3,0,6030.3,0,15518474.305,
  Total,,17150314.347,6030.3,0,6030.3,0,17156344.647,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3377178.65,0,0,0,0,3377178.65,
  Eligible,,17743430.223,0,0,0,0,17743430.223,
  Total,,21120608.873,0,0,0,0,21120608.873,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,178515.19,0,0,0,0,178515.19,
  Eligible,,2800401.334,0,95274.68,-95274.68,0,2705126.654,
  Total,,2978916.5239999997,0,95274.68,-95274.68,0,2883641.844,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,11981013.97,0,0,0,0,11981013.97,
  Eligible,,140040192.783,0,646860.8,-646860.8,0,139393331.983,
  Total,,152021206.753,0,646860.8,-646860.8,0,151374345.953,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4393566.397,0,0,0,-4945.7,4388620.697,
  Eligible,,24791930.336,0,302805.91,-302805.91,4945.7,24494070.126,
  Total,,29185496.733,0,302805.91,-302805.91,0,28882690.823,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,582110.337,0,0,0,0,582110.337,
  Eligible,,945167.377,0,0,0,0,945167.377,
  Total,,1527277.7140000002,0,0,0,0,1527277.7140000002,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,5417618.057,0,0,0,0,5417618.057,
  Eligible,,7740765.443,0,0,0,0,7740765.443,
  Total,,13158383.5,0,0,0,0,13158383.5,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,5714749.7,0,0,0,0,5714749.7,
  Eligible,,2814557.93,0,0,0,0,2814557.93,
  Total,,8529307.63,0,0,0,0,8529307.63,
,,,,,,,,
TOTAL REGISTERED,,78952350.28899999,0,0,0,-9894.3,78942455.989,
TOTAL ELIGIBLE,,262770858.566,6030.3,2146976.632,-2140946.332,9894.3,260639806.535,
COMBINED TOTAL,,341723208.855,6030.3,2146976.632,-2140946.332,0,339582262.524,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
