Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 2/13/2026,,
Troy Ounce,,,,,,Activity Date: 2/12/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,23953631.592,0,0,0,0,23953631.592,
  Eligible,,2555897.608,0,0,0,0,2555897.608,
  Total,,26509529.2,0,0,0,0,26509529.2,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,16122359.646,0,0,0,0,16122359.646,
  Eligible,,40640060.474,0,0,0,0,40640060.474,
  Total,,56762420.12,0,0,0,0,56762420.12,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,12974598.079,0,0,0,0,12974598.079,
  Eligible,,15306765.903,7944.85,353108.525,-345163.675,0,14961602.228,
  Total,,28281363.982,7944.85,353108.525,-345163.675,0,27936200.307,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,1552701.933,0,0,0,0,1552701.933,
  Eligible,,16261227.756,0,11667.394,-11667.394,0,16249560.362,
  Total,,17813929.689,0,11667.394,-11667.394,0,17802262.294999998,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3472271.68,0,0,0,0,3472271.68,
  Eligible,,21150312.483,0,0,0,0,21150312.483,
  Total,,24622584.163,0,0,0,0,24622584.163,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,273789.87,0,0,0,0,273789.87,
  Eligible,,3642206.244,0,0,0,0,3642206.244,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,12035257.32,0,0,0,0,12035257.32,
  Eligible,,150151940.283,0,2441186.7,-2441186.7,0,147710753.583,
  Total,,162187197.603,0,2441186.7,-2441186.7,0,159746010.903,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,7374299.767,0,0,0,0,7374299.767,
  Eligible,,23295383.436,0,0,0,0,23295383.436,
  Total,,30669683.203,0,0,0,0,30669683.203,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1225506.264,0,0,0,0,1225506.264,
  Eligible,,798026.177,0,0,0,0,798026.177,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,6500477.621,0,0,0,-130217.8,6370259.821,
  Eligible,,12167803.719,0,0,0,130217.8,12298021.519,
  Total,,18668281.34,0,0,0,0,18668281.34,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7545291.14,0,0,0,0,7545291.14,
  Eligible,,233197.38,0,0,0,0,233197.38,
  Total,,7778488.52,0,0,0,0,7778488.52,
,,,,,,,,
TOTAL REGISTERED,,93030184.91200002,0,0,0,-130217.8,92899967.112,
TOTAL ELIGIBLE,,286202821.46299994,7944.85,2805962.619,-2798017.7690000003,130217.8,283535021.49399996,
COMBINED TOTAL,,379233006.37499994,7944.85,2805962.619,-2798017.7690000003,0,376434988.60599995,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
