Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 1/9/2026,,
Troy Ounce,,,,,,Activity Date: 1/8/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,31164200.352,0,0,0,-1002692.77,30161507.582,
  Eligible,,5942214.288,0,596715.95,-596715.95,1002692.77,6348191.108,
  Total,,37106414.64,0,596715.95,-596715.95,0,36509698.69,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,24538878.955,0,0,0,0,24538878.955,
  Eligible,,35262871.142,0,619579.45,-619579.45,0,34643291.692,
  Total,,59801750.096999995,0,619579.45,-619579.45,0,59182170.647,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,21918727.763,0,0,0,-543306.9,21375420.863,
  Eligible,,16974191.444,0,601775.15,-601775.15,543306.9,16915723.194,
  Total,,38892919.207,0,601775.15,-601775.15,0,38291144.057,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2272802.835,0,0,0,0,2272802.835,
  Eligible,,15646303.463,0,0,0,0,15646303.463,
  Total,,17919106.298,0,0,0,0,17919106.298,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3754407.32,0,0,0,0,3754407.32,
  Eligible,,22377191.484,0,0,0,0,22377191.484,
  Total,,26131598.804,0,0,0,0,26131598.804,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,635240.035,0,0,0,0,635240.035,
  Eligible,,3280756.079,0,0,0,0,3280756.079,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,16113571.33,0,0,0,0,16113571.33,
  Eligible,,167624292.543,0,320480,-320480,0,167303812.543,
  Total,,183737863.87300003,0,320480,-320480,0,183417383.87300003,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4280351.125,0,0,0,0,4280351.125,
  Eligible,,34285777.764,0,600360.15,-600360.15,0,33685417.614,
  Total,,38566128.889,0,600360.15,-600360.15,0,37965768.739,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,11364858.393,0,0,0,0,11364858.393,
  Eligible,,14136703.65,0,0,0,0,14136703.65,
  Total,,25501562.042999998,0,0,0,0,25501562.042999998,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7984324.69,0,0,0,0,7984324.69,
  Eligible,,898216.78,0,0,0,0,898216.78,
  Total,,8882541.47,0,0,0,0,8882541.47,
,,,,,,,,
TOTAL REGISTERED,,125443998.66199997,0,0,0,-1545999.67,123897998.99199998,
TOTAL ELIGIBLE,,317035415.214,0,2738910.6999999997,-2738910.6999999997,1545999.67,315842504.184,
COMBINED TOTAL,,442479413.8759999,0,2738910.6999999997,-2738910.6999999997,0,439740503.176,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
