Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 1/6/2026,,
Troy Ounce,,,,,,Activity Date: 1/5/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,31300998.252,531249.6,0,531249.6,-278766.3,31553481.552,
  Eligible,,5869166.988,0,0,0,278766.3,6147933.288,
  Total,,37170165.24,531249.6,0,531249.6,0,37701414.84,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,25059496.655,0,0,0,-171314.86,24888181.795,
  Eligible,,36504193.093,0,480925.05,-480925.05,171314.86,36194582.903,
  Total,,61563689.748,0,480925.05,-480925.05,0,61082764.698,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,22295029.392,828107.01,0,828107.01,-245936.309,22877200.093,
  Eligible,,16288374.883,236463.93,137443.95,99019.98,245936.309,16633331.172,
  Total,,38583404.275,1064570.94,137443.95,927126.99,0,39510531.265,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2272802.835,0,0,0,0,2272802.835,
  Eligible,,15758900.456,0,1097.5,-1097.5,0,15757802.956,
  Total,,18031703.291,0,1097.5,-1097.5,0,18030605.791,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3759054.22,0,0,0,0,3759054.22,
  Eligible,,23308093.084,0,0,0,0,23308093.084,
  Total,,27067147.303999998,0,0,0,0,27067147.303999998,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,635240.035,0,0,0,0,635240.035,
  Eligible,,3280756.079,0,0,0,0,3280756.079,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,16298153.99,0,0,0,-179489.46,16118664.53,
  Eligible,,171305875.383,0,1286886.4,-1286886.4,179489.46,170198478.443,
  Total,,187604029.373,0,1286886.4,-1286886.4,0,186317142.973,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,4285158.725,0,0,0,0,4285158.725,
  Eligible,,34888954.784,0,0,0,0,34888954.784,
  Total,,39174113.509,0,0,0,0,39174113.509,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,11364858.393,0,0,0,0,11364858.393,
  Eligible,,14136703.65,0,0,0,0,14136703.65,
  Total,,25501562.042999998,0,0,0,0,25501562.042999998,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,8019791.69,0,0,0,-5105.75,8014685.94,
  Eligible,,866652.78,0,0,0,5105.75,871758.53,
  Total,,8886444.47,0,0,0,0,8886444.47,
,,,,,,,,
TOTAL REGISTERED,,126707220.051,1359356.6099999999,0,1359356.6099999999,-880612.679,127185963.982,
TOTAL ELIGIBLE,,322814567.7569999,236463.93,1906352.9,-1669888.97,880612.679,322025291.4659999,
COMBINED TOTAL,,449521787.8079999,1595820.5399999998,1906352.9,-310532.3600000001,0,449211255.4479999,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
