Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 2/4/2026,,
Troy Ounce,,,,,,Activity Date: 2/3/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,26084611.152,0,0,0,-610906.3,25473704.852,
  Eligible,,6514404.518,0,1881937.86,-1881937.86,610906.3,5243372.958,
  Total,,32599015.669999998,0,1881937.86,-1881937.86,0,30717077.810000002,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,19320050.069,0,0,0,-632174.5,18687875.569,
  Eligible,,37655213.824,0,0,0,632174.5,38287388.324,
  Total,,56975263.893,0,0,0,0,56975263.893,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,15965256.113,0,0,0,0,15965256.113,
  Eligible,,16285899.99,0,0,0,0,16285899.99,
  Total,,32251156.103,0,0,0,0,32251156.103,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2094987.437,0,0,0,0,2094987.437,
  Eligible,,15653197.389,0,0,0,0,15653197.389,
  Total,,17748184.826,0,0,0,0,17748184.826,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3603461.5,0,0,0,0,3603461.5,
  Eligible,,22484536.686,0,902102.976,-902102.976,0,21582433.71,
  Total,,26087998.186,0,902102.976,-902102.976,0,25185895.21,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,620749.47,0,0,0,0,620749.47,
  Eligible,,3295246.644,0,0,0,0,3295246.644,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,12807664.02,0,0,0,-318074.7,12489589.32,
  Eligible,,156339057.643,0,282576.46,-282576.46,318074.7,156374555.883,
  Total,,169146721.66300002,0,282576.46,-282576.46,0,168864145.20299998,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,5098248.789,0,0,0,2548921.08,7647169.869,
  Eligible,,28211683.914,0,0,0,-2548921.08,25662762.834,
  Total,,33309932.703,0,0,0,0,33309932.702999998,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,8330589.44,0,0,0,0,8330589.44,
  Eligible,,13602938.853,0,0,0,0,13602938.853,
  Total,,21933528.293,0,0,0,0,21933528.293,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7728679.08,0,0,0,0,7728679.08,
  Eligible,,137518.86,0,0,0,0,137518.86,
  Total,,7866197.94,0,0,0,0,7866197.94,
,,,,,,,,
TOTAL REGISTERED,,103070932.934,0,0,0,987765.5800000001,104058698.51400001,
TOTAL ELIGIBLE,,300786594.898,0,3066617.296,-3066617.296,-987765.5800000001,296732212.022,
COMBINED TOTAL,,403857527.832,0,3066617.296,-3066617.296,0,400790910.536,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
