Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
,,,,,,,,
,,,,,,,,
"COMMODITY EXCHANGE, INC.",,,,,,,,
,,,,,,,,
METAL DEPOSITORY STATISTICS,,,,,,,,
SILVER,,,,,,Report Date: 2/2/2026,,
Troy Ounce,,,,,,Activity Date: 1/30/2026,,
,,,,,,,,
DEPOSITORY,,PREV TOTAL,RECEIVED,WITHDRAWN,NET CHANGE,ADJUSTMENT,TOTAL TODAY,
,,,,,,,,
ASAHI DEPOSITORY LLC,,,,,,,,
  Registered,,26179537.652,0,0,0,-94926.5,26084611.152,
  Eligible,,6995673.468,0,540939.25,-540939.25,94926.5,6549660.718,
  Total,,33175211.119999997,0,540939.25,-540939.25,0,32634271.869999997,
,,,,,,,,
"BRINK'S, INC.",,,,,,,,
  Registered,,20465873.699,0,0,0,-38900.29,20426973.409,
  Eligible,,35300103.564,1209286.63,0,1209286.63,38900.29,36548290.484,
  Total,,55765977.263000004,1209286.63,0,1209286.63,0,56975263.893,
,,,,,,,,
"CNT DEPOSITORY, INC.",,,,,,,,
  Registered,,16344475.327,0,0,0,-268229.056,16076246.271,
  Eligible,,16498212.555,0,605421.049,-605421.049,268229.056,16161020.562,
  Total,,32842687.882,0,605421.049,-605421.049,0,32237266.833,
,,,,,,,,
DELAWARE DEPOSITORY,,,,,,,,
  Registered,,2173977.259,0,0,0,-78989.822,2094987.437,
  Eligible,,15614016.546,0,39808.979,-39808.979,78989.822,15653197.389,
  Total,,17787993.805,0,39808.979,-39808.979,0,17748184.826,
,,,,,,,,
"HSBC BANK, USA",,,,,,,,
  Registered,,3603461.5,0,0,0,0,3603461.5,
  Eligible,,22883994.506,0,0,0,0,22883994.506,
  Total,,26487456.006,0,0,0,0,26487456.006,
,,,,,,,,
INTERNATIONAL DEPOSITORY SERVICES OF DELAWARE,,,,,,,,
  Registered,,620749.47,0,0,0,0,620749.47,
  Eligible,,3295246.644,0,0,0,0,3295246.644,
  Total,,3915996.114,0,0,0,0,3915996.114,
,,,,,,,,
JP MORGAN CHASE BANK NA,,,,,,,,
  Registered,,13148586.22,0,0,0,-340922.2,12807664.02,
  Eligible,,157445661.343,0,212329.7,-212329.7,340922.2,157574253.843,
  Total,,170594247.563,0,212329.7,-212329.7,0,170381917.863,
,,,,,,,,
LOOMIS INTERNATIONAL (US) LLC,,,,,,,,
  Registered,,5098248.789,0,0,0,0,5098248.789,
  Eligible,,28275002.884,0,0,0,0,28275002.884,
  Total,,33373251.673,0,0,0,0,33373251.673,
,,,,,,,,
"MALCA-AMIT ARMORED, INC.",,,,,,,,
  Registered,,0,0,0,0,0,0,
  Eligible,,0,0,0,0,0,0,
  Total,,0,0,0,0,0,0,
,,,,,,,,
"MALCA-AMIT USA, LLC",,,,,,,,
  Registered,,1416635.864,0,0,0,0,1416635.864,
  Eligible,,606896.577,0,0,0,0,606896.577,
  Total,,2023532.441,0,0,0,0,2023532.441,
,,,,,,,,
"MANFRA, TORDELLA & BROOKES, LLC",,,,,,,,
  Registered,,8089770.214,0,0,0,-30489.762,8059280.452,
  Eligible,,13843758.079,0,0,0,30489.762,13874247.841,
  Total,,21933528.292999998,0,0,0,0,21933528.292999998,
,,,,,,,,
STONEX PRECIOUS METALS LLC,,,,,,,,
  Registered,,7738628.9,0,0,0,-9949.82,7728679.08,
  Eligible,,248295.68,0,0,0,9949.82,258245.5,
  Total,,7986924.58,0,0,0,0,7986924.58,
,,,,,,,,
TOTAL REGISTERED,,104879944.89400001,0,0,0,-862407.45,104017537.44399999,
TOTAL ELIGIBLE,,301006861.846,1209286.63,1398498.9780000001,-189212.34800000011,862407.45,301680056.948,
COMBINED TOTAL,,405886806.74,1209286.63,1398498.9780000001,-189212.34800000011,0,405697594.392,
,,,,,,,,
,,,,,,,,
"The information in this report is taken from sources believed to be reliable; however, ",,,,,,,,
"the Commodity Exchange, Inc. disclaims all liability whatsoever with regard to its accuracy or completeness.",,,,,,,,
This report is produced for information purposes only.,,,,,,,,
,,,,,,,,
For questions regarding this report please email Registrar@cmegroup.com.,,,,,,,,
